reporting_period,firm_name,product_group,complaints_opened,denominator,complaint_rate_per_1k,denominator_unit
2025H2,Ascent Performance Group Limited,Banking and credit cards,68.0,10.1,6.7327,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ascent Performance Group Limited,Home finance,446.0,38.9,11.4653,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Assurant General Insurance Limited,Insurance & pure protection,6731.0,1.18,5704.2373,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Astrenska Insurance Limited,Insurance & pure protection,2862.0,0.52,5503.8462,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Asurion Europe Limited,Insurance & pure protection,1566.0,2.24,699.1071,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Atlanta Insurance Intermediaries Limited,Insurance & pure protection,8517.0,4.22,2018.2464,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Avantia Insurance Limited,Insurance & pure protection,1100.0,3.17,347.0032,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Insurance Limited,Insurance & pure protection,49795.0,2.72,18306.9853,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Life Services UK Limited,Decumulation & pensions,17892.0,2.11,8479.6209,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Life Services UK Limited,Home finance,730.0,7.84,93.1122,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Life Services UK Limited,Insurance & pure protection,4523.0,1.22,3707.377,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Life Services UK Limited,Investments,2986.0,2.88,1036.8056,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aviva Protection UK Limited,Insurance & pure protection,760.0,0.62,1225.8065,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Awp Assistance UK LTD,Insurance & pure protection,3144.0,0.63,4990.4762,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Awp P&c S.a.,Insurance & pure protection,2042.0,0.41,4980.4878,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Axa Insurance Designated Activity Company,Insurance & pure protection,1817.0,7.52,241.6223,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Axa Insurance UK PLC,Insurance & pure protection,16052.0,4.77,3365.1992,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Axa Ppp Healthcare Limited,Insurance & pure protection,19555.0,12.25,1596.3265,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Ireland (uk) PLC,Banking and credit cards,1734.0,1.85,937.2973,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Ireland (uk) PLC,Home finance,881.0,9.88,89.17,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Scotland PLC,Banking and credit cards,67071.0,1.91,35115.7068,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Scotland PLC,Decumulation & pensions,13.0,0.1,130.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Scotland PLC,Home finance,12223.0,5.96,2050.8389,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Scotland PLC,Insurance & pure protection,171.0,0.27,633.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bank Of Scotland PLC,Investments,30.0,0.25,120.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank PLC,Banking and credit cards,9293.0,7.92,1173.3586,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank PLC,Home finance,1.0,1.15,0.8696,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank PLC,Investments,1055.0,2.11,500.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank UK PLC,Banking and credit cards,80470.0,2.01,40034.8259,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank UK PLC,Home finance,5356.0,6.01,891.1814,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Barclays Bank UK PLC,Insurance & pure protection,148.0,0.68,217.6471,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bisl Limited,Insurance & pure protection,11577.0,5.23,2213.5755,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,British Gas Services Limited,Insurance & pure protection,49016.0,9.18,5339.4336,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Bupa Insurance Services Limited,Insurance & pure protection,28091.0,8.17,3438.3109,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Caf Bank Limited,Banking and credit cards,1060.0,40.86,25.9422,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Canada Life Limited,Decumulation & pensions,324.0,0.72,450.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Canada Life Limited,Insurance & pure protection,183.0,0.07,2614.2857,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Canada Life Limited,Investments,39.0,2.8,13.9286,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Capital One (europe) PLC,Banking and credit cards,30573.0,5.34,5725.2809,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Capital One (europe) PLC,Insurance & pure protection,20.0,0.01,2000.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Car Care Plan Limited,Insurance & pure protection,876.0,1.16,755.1724,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Carole Nash Insurance Consultants Limited,Insurance & pure protection,2650.0,5.38,492.5651,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Castelan Limited,Insurance & pure protection,742.0,0.36,2061.1111,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Casualty & General Insurance Company (europe) LTD,Insurance & pure protection,1027.0,7.22,142.2438,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Charter Court Financial Services Limited,Banking and credit cards,753.0,2.69,279.9257,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Charter Court Financial Services Limited,Home finance,1081.0,17.79,60.7645,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Clearbank Limited,Banking and credit cards,3339.0,0.98,3407.1429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Clydesdale Bank PLC,Banking and credit cards,31993.0,3.77,8486.2069,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Clydesdale Bank PLC,Home finance,2174.0,6.82,318.7683,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Clydesdale Bank PLC,Insurance & pure protection,15.0,0.19,78.9474,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Cofunds Limited,Decumulation & pensions,87.0,4.28,20.3271,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Cofunds Limited,Investments,685.0,0.92,744.5652,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Complete Cover Group LTD,Insurance & pure protection,560.0,17.64,31.746,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Countrywide Assured PLC,Decumulation & pensions,462.0,4.22,109.4787,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Countrywide Assured PLC,Insurance & pure protection,253.0,2.39,105.8577,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Countrywide Assured PLC,Investments,72.0,4.85,14.8454,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coutts & Company,Banking and credit cards,1603.0,5.45,294.1284,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coutts & Company,Decumulation & pensions,23.0,4.84,4.7521,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coutts & Company,Home finance,107.0,9.46,11.3108,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coutts & Company,Insurance & pure protection,13.0,0.84,15.4762,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coutts & Company,Investments,99.0,1.93,51.2953,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Covea Insurance PLC,Insurance & pure protection,2497.0,1.79,1394.9721,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coventry Building Society,Banking and credit cards,3403.0,1.28,2658.5938,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Coventry Building Society,Home finance,740.0,2.1,352.381,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Creation Consumer Finance Limited,Banking and credit cards,10537.0,4.04,2608.1683,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Cynergy Bank PLC,Banking and credit cards,695.0,3.47,200.2882,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Cynergy Bank PLC,Home finance,6.0,5.24,1.145,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Domestic & General Insurance PLC,Insurance & pure protection,56025.0,4.57,12259.2998,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ebs Pensions Limited,Decumulation & pensions,1176.0,34.21,34.3759,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Elderbridge Limited,Home finance,758.0,49.51,15.31,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Embark Investment Services Limited,Decumulation & pensions,419.0,3.35,125.0746,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Embark Investment Services Limited,Investments,340.0,1.36,250.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Embark Services Limited,Decumulation & pensions,730.0,14.23,51.3001,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Equiniti Financial Services Limited,Decumulation & pensions,11.0,24.83,0.443,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Equiniti Financial Services Limited,Investments,2864.0,0.48,5966.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ergo Travel Insurance Services LTD,Insurance & pure protection,4524.0,4.01,1128.1796,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Esure Insurance Limited,Insurance & pure protection,11352.0,2.62,4332.8244,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Etoro (uk) Limited,Investments,504.0,1.72,293.0233,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Eui Limited,Insurance & pure protection,60221.0,3.47,17354.755,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Eversure Limited,Insurance & pure protection,612.0,1.31,467.1756,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Evolution Insurance Company Limited,Insurance & pure protection,582.0,0.81,718.5185,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Exeter Friendly Society Limited,Insurance & pure protection,1050.0,6.93,151.5152,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Extracover Limited,Insurance & pure protection,1114.0,0.16,6962.5,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Fil Life Insurance Limited,Decumulation & pensions,517.0,1.28,403.9062,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Financial Administration Services Limited,Decumulation & pensions,720.0,3.5,205.7143,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Financial Administration Services Limited,Investments,1308.0,1.37,954.7445,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,First Central Insurance Management Limited,Insurance & pure protection,8797.0,6.26,1405.2716,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Forester Life Limited,Decumulation & pensions,20.0,1.4,14.2857,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Forester Life Limited,Insurance & pure protection,42.0,0.98,42.8571,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Forester Life Limited,Investments,482.0,0.49,983.6735,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Fortegra Europe Insurance Company LTD,Insurance & pure protection,3792.0,1.1,3447.2727,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,HSBC UK Bank PLC,Banking and credit cards,75064.0,2.57,29207.7821,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,HSBC UK Bank PLC,Decumulation & pensions,66.0,0.2,330.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,HSBC UK Bank PLC,Home finance,5047.0,5.14,981.9066,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,HSBC UK Bank PLC,Insurance & pure protection,417.0,0.05,8340.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,HSBC UK Bank PLC,Investments,909.0,0.76,1196.0526,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Halifax Share Dealing Limited,Decumulation & pensions,41.0,6.53,6.2787,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Halifax Share Dealing Limited,Investments,500.0,0.73,684.9315,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Hargreaves Lansdown Asset Management Limited,Decumulation & pensions,2262.0,2.51,901.1952,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Hargreaves Lansdown Asset Management Limited,Investments,4759.0,1.33,3578.1955,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Hbos Investment Fund Managers Limited,Investments,673.0,2.48,271.371,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Helvetia Global Solutions LTD,Insurance & pure protection,965.0,0.45,2144.4444,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Highway Insurance Company Limited,Insurance & pure protection,611.0,0.86,710.4651,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Home Retail Group Card Services Limited,Banking and credit cards,3824.0,1.27,3011.0236,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Hood Travel Limited,Insurance & pure protection,711.0,1.81,392.8177,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Howserv Limited,Insurance & pure protection,3281.0,4.27,768.3841,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,I Go 4 Ltd.,Insurance & pure protection,958.0,2.78,344.6043,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ikano Bank Ab (publ),Banking and credit cards,879.0,3.53,249.0085,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Insurance Factory Limited,Insurance & pure protection,1266.0,3.98,318.0905,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Intact Insurance UK Limited,Insurance & pure protection,5765.0,2.01,2868.1592,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Inter Partner Assistance Sa,Insurance & pure protection,8125.0,1.45,5603.4483,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Interactive Brokers (u.k.) Limited,Investments,1116.0,2.32,481.0345,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Interactive Investor Services Limited,Decumulation & pensions,265.0,2.38,111.3445,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Interactive Investor Services Limited,Investments,2491.0,2.7,922.5926,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,J.p. Morgan Europe Limited,Banking and credit cards,8343.0,0.97,8601.0309,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,J.p. Morgan Personal Investing Limited,Decumulation & pensions,278.0,10.76,25.8364,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,J.p. Morgan Personal Investing Limited,Investments,848.0,2.75,308.3636,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,James Hay Administration Company Limited,Decumulation & pensions,764.0,15.17,50.3626,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Kensington Mortgage Company Limited,Home finance,1029.0,16.75,61.4328,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Leeds Building Society,Banking and credit cards,1735.0,1.69,1026.6272,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Leeds Building Society,Home finance,910.0,4.42,205.8824,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Legal And General Assurance Society Limited,Decumulation & pensions,1519.0,1.3,1168.4615,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Legal And General Assurance Society Limited,Insurance & pure protection,2895.0,0.66,4386.3636,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lexham Insurance Consultants Limited,Insurance & pure protection,583.0,6.01,97.005,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Liverpool Victoria Financial Services Limited,Decumulation & pensions,421.0,2.55,165.098,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Liverpool Victoria Financial Services Limited,Insurance & pure protection,1248.0,1.31,952.6718,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Liverpool Victoria Financial Services Limited,Investments,159.0,3.86,41.1917,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Liverpool Victoria Insurance Company Limited,Insurance & pure protection,12025.0,2.87,4189.8955,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank General Insurance Limited,Insurance & pure protection,5683.0,2.17,2618.894,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank PLC,Banking and credit cards,87894.0,2.37,37086.0759,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank PLC,Decumulation & pensions,50.0,0.29,172.4138,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank PLC,Home finance,2575.0,7.48,344.2513,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank PLC,Insurance & pure protection,293.0,0.45,651.1111,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Lloyds Bank PLC,Investments,25.0,0.09,277.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,MBNA Limited,Banking and credit cards,8774.0,3.21,2733.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Manypets LTD,Insurance & pure protection,3134.0,8.36,374.8804,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Marks And Spencer Financial Services PLC,Banking and credit cards,5169.0,2.01,2571.6418,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Marks And Spencer Financial Services PLC,Insurance & pure protection,95.0,0.13,730.7692,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Marshmallow Financial Services LTD,Insurance & pure protection,4208.0,17.51,240.3198,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Metlife Europe D.a.c.,Insurance & pure protection,1126.0,2.38,473.1092,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Metro Bank PLC,Banking and credit cards,11111.0,3.99,2784.7118,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Metro Bank PLC,Home finance,133.0,7.38,18.0217,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Millennium Insurance Company Limited,Insurance & pure protection,542.0,0.98,553.0612,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Monzo Bank LTD,Banking and credit cards,49247.0,2.07,23790.8213,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Monzo Bank LTD,Decumulation & pensions,46.0,0.98,46.9388,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Monzo Bank LTD,Investments,251.0,0.37,678.3784,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Munich Re Digital Partners Limited,Insurance & pure protection,5012.0,53.54,93.6123,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,National House-building Council,Insurance & pure protection,745.0,0.51,1460.7843,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,National Westminster Bank Public Limited Company,Banking and credit cards,90819.0,2.9,31316.8966,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,National Westminster Bank Public Limited Company,Decumulation & pensions,41.0,2.96,13.8514,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,National Westminster Bank Public Limited Company,Home finance,6123.0,5.3,1155.283,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,National Westminster Bank Public Limited Company,Investments,451.0,1.85,243.7838,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Nationwide Building Society,Banking and credit cards,63947.0,1.94,32962.3711,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Nationwide Building Society,Home finance,5263.0,3.24,1624.3827,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Newcastle Building Society,Banking and credit cards,485.0,1.22,397.541,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Newcastle Building Society,Home finance,222.0,5.6,39.6429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Northern Bank Limited,Banking and credit cards,1361.0,1.4,972.1429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Northern Bank Limited,Home finance,85.0,2.29,37.1179,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Octopus Money Unit Trust Managers Limited,Decumulation & pensions,241.0,3.69,65.3117,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Octopus Money Unit Trust Managers Limited,Investments,381.0,4.64,82.1121,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,One Call Insurance Services Limited,Insurance & pure protection,2980.0,1.7,1752.9412,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,One Sure Insurance Limited,Insurance & pure protection,770.0,9.11,84.5225,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Onesavings Bank PLC,Banking and credit cards,1331.0,2.8,475.3571,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Onesavings Bank PLC,Home finance,961.0,16.39,58.6333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ovo Home Services LTD,Insurance & pure protection,1953.0,8.3,235.3012,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Paragon Bank PLC,Banking and credit cards,772.0,1.75,441.1429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Paragon Bank PLC,Home finance,230.0,2.97,77.4411,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,People's Administration Services Limited,Decumulation & pensions,2731.0,0.36,7586.1111,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Pepper (uk) Limited,Home finance,723.0,32.71,22.1033,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Ca Limited,Decumulation & pensions,578.0,1.91,302.6178,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Ca Limited,Insurance & pure protection,269.0,4.98,54.0161,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Ca Limited,Investments,45.0,6.79,6.6274,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Limited,Decumulation & pensions,12980.0,2.18,5954.1284,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Limited,Home finance,7.0,51.09,0.137,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Limited,Insurance & pure protection,3303.0,1.81,1824.8619,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Phoenix Life Limited,Investments,796.0,3.93,202.5445,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Pinnacle Insurance Limited,Insurance & pure protection,3405.0,3.44,989.8256,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Principality Building Society,Banking and credit cards,673.0,0.9,747.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Principality Building Society,Home finance,384.0,3.87,99.2248,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Qbe UK Limited,Insurance & pure protection,910.0,4.73,192.389,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Quilter Investment Platform Limited,Investments,516.0,1.38,373.913,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Quilter Life & Pensions Limited,Decumulation & pensions,853.0,3.09,276.0518,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Quilter Life & Pensions Limited,Investments,223.0,4.04,55.198,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,RBS Collective Investment Funds Limited,Investments,1342.0,2.56,524.2188,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Rac Financial Services Limited,Insurance & pure protection,9491.0,0.77,12325.974,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Life Limited,Decumulation & pensions,166.0,3.64,45.6044,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Life Limited,Insurance & pure protection,315.0,7.49,42.0561,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Life Limited,Investments,182.0,8.13,22.3862,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Limited,Decumulation & pensions,3410.0,2.1,1623.8095,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Limited,Insurance & pure protection,557.0,2.8,198.9286,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Reassure Limited,Investments,496.0,3.53,140.5099,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Rothesay Life PLC,Decumulation & pensions,553.0,1.07,516.8224,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,"Royal London Mutual Insurance Society, Limited (the)",Decumulation & pensions,5817.0,1.57,3705.0955,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,"Royal London Mutual Insurance Society, Limited (the)",Insurance & pure protection,2362.0,0.65,3633.8462,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,"Royal London Mutual Insurance Society, Limited (the)",Investments,235.0,0.36,652.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Sabre Insurance Company Limited,Insurance & pure protection,644.0,2.59,248.6486,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Saga Services Limited,Insurance & pure protection,7519.0,5.85,1285.2991,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Sainsbury's Bank PLC,Banking and credit cards,1108.0,1.11,998.1982,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Sainsbury's Bank PLC,Insurance & pure protection,494.0,1.78,277.5281,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Santander UK PLC,Banking and credit cards,60432.0,2.45,24666.1224,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Santander UK PLC,Home finance,4106.0,4.2,977.619,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Santander UK PLC,Insurance & pure protection,95.0,0.27,351.8519,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Santander UK PLC,Investments,92.0,0.42,219.0476,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Equitable PLC,Decumulation & pensions,5241.0,1.65,3176.3636,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Equitable PLC,Insurance & pure protection,11.0,2.88,3.8194,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Equitable PLC,Investments,168.0,10.82,15.5268,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Friendly Assurance Society Limited,Decumulation & pensions,268.0,3.14,85.3503,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Friendly Assurance Society Limited,Insurance & pure protection,353.0,0.35,1008.5714,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Friendly Assurance Society Limited,Investments,364.0,1.86,195.6989,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Widows Limited,Decumulation & pensions,5592.0,1.06,5275.4717,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Widows Limited,Insurance & pure protection,1007.0,0.87,1157.4713,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Scottish Widows Limited,Investments,1163.0,6.62,175.6798,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Shawbrook Bank Limited,Banking and credit cards,882.0,2.04,432.3529,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Shawbrook Bank Limited,Home finance,398.0,18.03,22.0743,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Simplyhealth Access,Insurance & pure protection,2101.0,0.96,2188.5417,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Skipton Building Society,Banking and credit cards,3820.0,2.45,1559.1837,thousands of relevant accounts/policies (FCA Context - Provision)
